X,Y,Channel No,Frequency(Hz),Range
10.96,60.84,130,94000,4.283324026883678
20.23,96.95,177,98700,2.2634463868595525
32.0,82.42,277,108700,4.627137755839596
63.64,73.99,247,105700,9.735408803961285
9.38,51.11,57,86700,3.2190282547972258
45.47,35.42,185,99500,6.715332601080321
68.89,91.19,35,84500,1.9407893861818926
42.0,78.21,28,83800,4.67571074813264
18.27,75.86,144,95400,5.97412542359292
44.14,4.94,7,81700,6.912653186792017
32.48,26.87,158,96800,3.853330233515032
50.11,50.65,242,105200,3.9937303660496406
47.48,65.7,102,91200,7.116471066334985
27.1,97.34,281,109100,5.160859484337385
18.64,44.74,119,92900,3.5931678065846775
24.98,64.97,173,98300,2.1936191883909597
73.47,58.88,190,100000,6.1594502449947885
50.3,53.4,89,89900,8.9751552588125
89.66,61.51,224,103400,2.344904110809445
11.76,97.77,51,86100,3.346702559237258
59.67,86.84,246,105600,1.535389527624037
30.0,91.57,213,102300,7.094286894559011
60.67,10.84,98,90800,7.873287298943667
63.81,26.11,117,92700,0.7953054029953865
34.82,66.83,108,91800,3.1700504386050987
42.58,93.05,297,110700,7.382541100137803
99.0,68.52,173,98300,5.222518236999331
10.44,97.19,11,82100,7.684150858961396
45.42,83.3,160,97000,0.5310714798464933
81.46,31.21,159,96900,2.801896472940583
64.91,41.66,105,91500,4.376476495127285
77.18,70.66,150,96000,8.334279914646922
23.2,64.65,49,85900,6.001736076280393
68.05,58.16,173,98300,9.38041677842338
47.28,40.91,150,96000,7.900185790542963
68.12,58.95,51,86100,9.624840813423708
33.58,86.93,214,102400,9.222463987063025
39.28,86.42,283,109300,3.1596109694667485
72.7,79.91,125,93500,7.53011188460884
45.32,16.0,139,94900,1.0109796866021914
96.35,61.33,293,110300,6.645934174945411
58.86,28.49,215,102500,1.472628982452644
91.57,71.04,74,88400,2.440647311589931
65.01,49.7,143,95300,1.581460155213782
94.27,86.74,127,93700,1.9677661687991843
24.43,82.39,59,86900,7.586800681321985
69.67,11.67,98,90800,3.4864051227852446
55.16,58.64,97,90700,2.647526912747905
10.94,74.5,267,107700,7.323204008425785
68.18,75.85,14,82400,6.738168707975958
38.64,80.07,18,82800,7.1047106161265114
44.45,18.29,28,83800,4.754920842018685
63.67,76.46,1,81100,2.181256413117639
72.79,7.15,236,104600,5.892301472897877
84.1,85.05,115,92500,9.759939082403017
77.24,67.23,62,87200,8.723841351447511
22.56,73.48,199,100900,6.721268982544406
50.33,45.55,120,93000,9.184819604322062
74.67,38.51,38,84800,8.821125012050372
74.31,68.69,24,83400,1.3470462161944619
31.7,5.6,66,87600,9.142917860757327
56.13,79.05,60,87000,5.926705962954757
60.61,45.05,268,107800,8.58651896942448
24.24,47.84,183,99300,7.714166419673529
73.58,50.85,88,89800,1.839126076962505
35.01,22.54,61,87100,8.303609233204797
95.45,27.74,154,96400,0.803549228094087
15.08,30.18,294,110400,3.780703741856982
42.59,84.07,11,82100,9.65242579015025
22.13,24.08,248,105800,1.454994121108214
59.25,34.26,174,98400,7.47989830540909
41.14,31.51,159,96900,4.76307451659831
18.9,72.59,59,86900,4.538799407929041
45.67,32.35,200,101000,9.488131810202079
86.89,92.51,2,81200,0.04117697411815002
44.64,74.76,9,81900,7.216446050576508
58.32,90.26,176,98600,4.879054460903408
3.63,12.95,217,102700,7.163561208413651
30.01,9.73,246,105600,2.9629439370744413
77.01,34.1,36,84600,5.2400105265580255
39.62,56.63,205,101500,4.406294817600086
12.06,26.77,294,110400,8.482798519661547
5.99,34.55,281,109100,1.889581108314845
89.6,31.84,83,89300,4.154724554129428
34.95,32.69,209,101900,5.259073080526847
46.94,7.9,224,103400,0.21570729256262466
12.67,25.74,10,82000,5.949802631826703
88.49,38.31,46,85600,8.211439790126507
94.58,30.06,24,83400,2.0233237577253513
26.91,4.36,240,105000,0.5240836009808691
12.12,97.13,33,84300,1.4883426395236488
13.34,50.25,227,103700,2.4127357476883837
61.91,15.13,288,109800,8.792186440338597
9.35,69.29,180,99000,0.26965424458537113
12.12,32.65,61,87100,9.755629471117333
24.84,48.09,85,89500,2.3696592696962746
59.78,14.74,211,102100,9.25135463996224
96.71,15.61,170,98000,7.338823861639028
98.8,90.64,37,84700,4.232021293368607
10.67,57.43,117,92700,0.2649645364099862
14.07,55.25,72,88200,0.5885883207055287
75.75,71.98,236,104600,2.3731457303939827
98.99,41.73,211,102100,4.210443804165446
44.69,65.23,281,109100,9.457337974786018
5.69,91.42,197,100700,5.629557014888139
36.66,2.99,203,101300,7.663638101293026
75.76,9.18,297,110700,0.02103558405187056
59.1,65.95,146,95600,5.036485379353639
66.81,6.84,295,110500,4.0181858192541
44.43,81.45,247,105700,9.648699307810277
85.69,6.05,2,81200,1.8536727503853057
14.39,38.23,98,90800,2.7268452989660275
62.52,92.52,17,82700,2.488198018570028
59.79,25.67,173,98300,9.449525964961511
51.43,88.21,289,109900,8.519011281182221
76.78,77.26,170,98000,3.9380861052312954
23.87,35.42,172,98200,6.313560988576516
31.92,39.67,186,99600,5.183569048139259
27.9,67.35,285,109500,4.685946597447978
38.02,33.46,83,89300,0.47343474923114304
23.24,73.24,104,91400,8.879058162395685
10.17,19.07,160,97000,4.415711144987785
65.88,53.18,254,106400,5.143163456757954
37.12,32.71,44,85400,8.432274225346173
8.2,97.51,93,90300,3.9782281605836767
47.12,10.79,250,106000,5.0384839931361105
1.34,18.9,145,95500,2.4547061578224048
69.07,78.57,108,91800,7.181339857067613
34.66,11.29,237,104700,5.924422701275883
90.26,39.14,171,98100,8.116789120356017
24.05,9.15,39,84900,0.01427152322356906
89.97,61.89,134,94400,5.919230374702867
65.62,73.31,277,108700,5.8517538655710695
84.44,36.54,172,98200,6.789221685991485
4.06,34.47,214,102400,5.950187995346913
53.68,28.17,17,82700,7.321849230502739
26.23,85.13,155,96500,8.686218114613434
32.48,41.42,181,99100,1.1872433844775987
79.45,21.52,252,106200,4.592813267283536
39.46,78.13,215,102500,5.031769824233935
31.41,2.94,151,96100,4.183297201608342
86.15,51.45,30,84000,0.5150827577352912
34.01,13.19,30,84000,1.2883467651125124
55.6,1.75,142,95200,9.342421932226284
26.89,80.71,98,90800,7.156850903724019
64.8,44.84,215,102500,9.92739280871305
18.2,37.65,166,97600,3.2278173648983666
28.58,71.35,143,95300,3.3283764716080313
9.79,76.21,200,101000,6.565138232870979
23.86,7.74,281,109100,1.6483260312011372
92.07,90.55,14,82400,3.657278417540625
12.77,43.92,143,95300,9.885903959090609
19.7,76.71,247,105700,0.47331190711108917
20.57,30.36,168,97800,6.894832230101321
93.51,99.57,168,97800,9.344998072466261
80.23,48.19,171,98100,8.673368837954293
16.27,25.85,41,85100,4.077751452960943
49.11,60.11,270,108000,7.598629155376184
60.44,65.3,51,86100,1.5037085018256124
75.5,56.85,71,88100,0.778911254909459
84.39,58.35,118,92800,0.9561127995171603
42.45,24.24,294,110400,4.665427196928318
60.47,97.74,27,83700,8.50073597545817
45.06,69.28,159,96900,8.093264340613226
32.89,74.31,190,100000,3.49799211535212
63.16,60.19,75,88500,2.566636392946929
6.42,92.47,73,88300,4.636104327735744
76.33,55.06,138,94800,3.8284387652636696
77.83,9.61,222,103200,7.074611196125446
30.46,16.26,60,87000,8.427928760402592
61.35,15.72,227,103700,3.0284648387249824
5.86,33.94,249,105900,0.3984008477081846
26.39,84.07,183,99300,3.9219537336061316
55.83,10.79,217,102700,7.460653879999882
61.59,92.33,159,96900,2.220977381611342
81.55,92.36,109,91900,0.9657611897511242
2.36,34.12,209,101900,6.940291400363177
84.24,62.5,280,109000,5.57626842650619
11.17,15.95,75,88500,5.504027620180846
88.66,62.05,113,92300,1.3588797729908708
79.23,61.43,163,97300,0.6540612007330904
63.6,29.95,153,96300,4.330558674553443
26.38,25.4,281,109100,9.148935128082766
74.31,11.16,34,84400,9.776684865883427
11.99,54.39,115,92500,6.4295616125230985
89.35,23.08,11,82100,2.963595207480875
33.74,16.51,136,94600,0.7565671310051825
30.37,23.17,104,91400,2.723894112597549
83.5,63.83,299,110900,1.7139628222318537
96.74,74.65,173,98300,7.232981987385773
50.05,83.47,235,104500,1.74704792279473
19.37,64.03,110,92000,6.957215769514366
6.58,39.74,188,99800,8.537629645765499
97.82,84.5,2,81200,4.982119729895088
98.04,8.88,242,105200,8.651508220085464
53.21,62.99,7,81700,8.873500988303606
47.77,60.71,111,92100,4.812781316341806
85.65,74.46,266,107600,3.9418285159923707
36.01,46.63,28,83800,6.314090987223495
59.57,57.42,269,107900,4.733704183589744
63.8,12.55,2,81200,3.0650210214553164
52.75,16.89,193,100300,8.132826221164798
5.07,66.75,101,91100,2.372199275523339
95.61,77.01,195,100500,7.391904855627972
66.76,97.88,281,109100,5.150288491651041
96.3,24.74,161,97100,5.418195627899427
22.55,56.34,244,105400,6.455224116135353
93.85,67.83,170,98000,7.786529753504916
59.03,83.23,178,98800,8.23830052182117
7.1,15.89,227,103700,0.24911338266587313
74.95,95.8,45,85500,9.426773571710644
49.9,81.5,60,87000,2.3513095257647185
