X,Y,Channel No,Frequency(Hz),Range
84.48,11.53,186,99600,3.130159824263503
48.04,89.37,163,97300,2.369041951521421
79.5,50.69,133,94300,0.9364111345640169
84.15,93.59,109,91900,0.6966735658727097
3.12,74.0,291,110100,8.987437572103408
3.54,93.45,136,94600,9.61232688034852
78.69,55.84,175,98500,3.6677090017107403
44.7,51.39,110,92000,1.0810910969887033
15.03,57.6,276,108600,6.416790265233397
67.93,77.21,217,102700,9.914562162577976
98.1,50.37,292,110200,1.0132327503781269
92.9,59.73,196,100600,0.7146320209656887
75.8,84.83,261,107100,2.7404382936686353
73.82,85.82,73,88300,1.2088489071319874
51.12,1.96,201,101100,9.522807541958098
92.99,20.04,255,106500,2.3304944868304367
61.85,0.36,205,101500,1.1715473346335636
92.62,79.64,227,103700,1.4808544488908537
65.56,2.42,36,84600,7.612829960102823
32.11,54.72,75,88500,9.694337464665084
67.51,90.02,181,99100,1.6463257689802968
53.4,91.56,76,88600,3.184524713950064
26.08,12.98,270,108000,5.3154918761064796
60.46,77.91,267,107700,6.1625306431937235
45.38,8.65,217,102700,0.43466698552059424
70.8,44.0,195,100500,2.4761513906394725
17.99,9.11,59,86900,4.940490093883926
76.53,19.72,167,97700,5.013256364669476
12.17,54.56,233,104300,4.401220006649965
60.42,69.64,114,92400,1.8461979716763854
7.05,75.32,14,82400,6.768178149446593
48.56,60.77,212,102200,8.572251484036482
67.43,53.48,291,110100,2.9860459798828956
45.24,5.08,10,82000,5.441184464527964
15.06,25.29,233,104300,3.7466355286250086
88.04,58.5,14,82400,2.774124421814018
97.29,40.01,75,88500,5.983775227117858
81.53,51.5,26,83600,7.393317120578046
76.12,47.77,286,109600,1.8311391656937304
16.44,72.03,81,89100,8.731810975166727
60.5,49.26,192,100200,8.022451019048335
57.92,21.6,249,105900,4.813443747341234
83.09,3.56,23,83300,8.083045342306438
91.19,17.08,125,93500,3.130885766622584
79.13,56.8,156,96600,1.2780086513082678
45.94,16.77,142,95200,8.753301544535503
59.25,24.07,228,103800,6.936100645691071
81.69,7.78,13,82300,4.822079990406932
81.09,29.65,211,102100,6.407605301744097
5.65,3.78,50,86000,8.40591844152108
14.81,86.71,179,98900,6.141716050757581
11.72,66.78,16,82600,5.854496886443457
66.83,76.26,238,104800,7.944783819350306
74.95,85.1,221,103100,6.088418540497482
73.0,67.7,174,98400,7.820759207691994
8.98,10.47,127,93700,1.3736593633599725
97.31,8.32,155,96500,4.471712200124934
95.92,81.88,41,85100,3.1393737454100457
75.69,97.42,229,103900,6.777927124228983
27.86,40.89,246,105600,4.30266344386364
25.8,52.45,178,98800,5.768516418451107
56.84,73.97,80,89000,9.763229828194685
3.01,69.0,215,102500,7.775785773537884
36.6,0.98,49,85900,7.531353126116224
20.47,74.37,47,85700,8.83698069872214
53.3,65.79,96,90600,5.067233933178334
67.02,75.23,187,99700,5.819072846039132
84.57,74.79,51,86100,8.457569094641359
50.22,3.8,119,92900,2.2056599074254155
97.08,72.53,62,87200,7.061673087911547
64.07,74.47,56,86600,8.665877099219577
90.95,39.32,64,87400,8.156170076970387
30.95,72.59,140,95000,3.2457144472978197
26.1,45.58,201,101100,6.232128284668584
95.52,10.74,246,105600,8.760824646020671
20.67,99.61,264,107400,0.19566096407891198
54.61,4.41,68,87800,6.3615379483932655
94.08,81.43,65,87500,0.4428389849733383
91.86,38.45,112,92200,2.5764171224821553
38.75,63.75,151,96100,2.178907849377988
48.12,18.43,2,81200,0.8675258688070975
43.5,83.17,60,87000,3.393163695203547
99.64,27.17,34,84400,8.952182416302588
58.87,39.4,251,106100,6.453552454697373
34.66,35.25,17,82700,6.122081752713509
90.17,68.7,157,96700,3.6245080511608063
16.31,46.91,183,99300,4.437312539594789
27.39,58.5,101,91100,5.119390231923367
94.42,97.77,199,100900,8.062240377202507
73.08,44.88,104,91400,6.16299111091006
82.5,59.07,273,108300,2.8709833379958694
8.67,61.81,253,106300,8.454106628525006
47.12,44.96,198,100800,5.667040171228762
48.06,91.61,205,101500,4.283506466099336
66.62,63.7,42,85200,8.475561845253747
62.9,99.91,29,83900,5.185413625162583
3.62,1.43,50,86000,8.075049687591612
28.63,25.12,13,82300,4.593720008355443
1.5,78.35,271,108100,6.591423820592668
32.15,32.3,161,97100,7.656764040610548
58.83,70.6,186,99600,3.091218177197973
2.7,34.57,111,92100,4.661949653688952
57.88,48.86,201,101100,3.8481232163157175
76.04,31.21,257,106700,4.865468989270533
23.18,44.49,213,102300,5.640479646011131
78.53,11.02,176,98600,8.75075082076452
64.49,17.6,63,87300,0.0451630081406551
22.67,21.87,64,87400,1.5961743182654853
14.95,67.99,189,99900,0.36031492475339655
38.5,13.06,114,92400,3.868427744733186
9.41,99.39,135,94500,7.306643230044424
26.15,15.69,262,107200,2.4293016503608458
60.74,20.33,258,106800,5.971734318043422
4.32,38.09,248,105800,5.313583329409461
82.66,40.65,24,83400,8.17756680676392
46.46,18.26,273,108300,5.27319737430326
76.26,1.96,189,99900,0.32791352948533414
41.92,93.52,259,106900,8.163202938420204
44.61,62.11,145,95500,3.245607550736703
92.92,18.47,264,107400,0.25036868839107274
24.81,39.42,25,83500,4.111977367696067
59.84,86.91,276,108600,8.742667569679437
30.03,10.37,269,107900,0.6006561937262744
97.06,90.73,215,102500,6.262335113401446
75.64,46.27,57,86700,8.04019516960172
79.48,79.31,15,82500,8.016476762621918
22.62,68.92,7,81700,3.9854771400329723
6.06,66.72,264,107400,9.36425873321337
9.52,2.96,88,89800,3.1241156695200556
80.65,70.83,116,92600,7.051352960742239
59.61,3.77,202,101200,3.844322860427667
12.71,58.32,252,106200,4.199655571047122
43.7,43.37,60,87000,6.054933156038802
51.18,12.67,236,104600,3.2287912306942204
51.46,44.27,137,94700,5.6423728384117915
62.88,38.5,214,102400,2.177138287525735
73.62,61.21,81,89100,2.0956462598931145
93.84,64.69,182,99200,4.722007200193885
26.14,24.37,28,83800,2.8073722987450687
6.6,11.62,46,85600,7.815273398929532
53.53,73.83,138,94800,6.001331895871973
69.28,42.69,105,91500,9.902627333667882
32.94,34.87,26,83600,7.435869712505058
83.68,29.97,261,107100,7.7382812821511395
63.46,6.6,31,84100,7.435127621635983
78.34,24.54,131,94100,7.805359067986463
65.55,61.82,236,104600,0.5099601398233644
59.98,38.05,285,109500,5.174447518653147
34.55,85.61,3,81300,1.1072739224894224
12.45,9.29,69,87900,5.554260767693934
89.09,11.73,180,99000,4.7864643882625995
55.17,51.26,283,109300,6.49075112330023
30.29,51.61,169,97900,3.4368422938468255
25.45,48.38,286,109600,8.742134073326966
81.0,48.76,147,95700,7.74898163121018
28.26,0.73,70,88000,5.291361869291995
5.63,33.11,181,99100,6.920535223011872
5.39,93.2,208,101800,1.154939900255002
20.36,94.4,209,101900,9.054277882189758
11.63,0.76,100,91000,3.9142935018668745
91.57,41.46,53,86300,0.5902077033022712
49.93,27.94,229,103900,0.9460398455522345
85.61,65.01,79,88900,6.757978496818265
9.85,20.74,207,101700,1.7796458238274537
77.18,75.92,218,102800,9.950534644124266
73.73,82.05,67,87700,1.3904469925934748
45.33,47.54,55,86500,9.270556778157717
4.04,67.93,118,92800,4.974503040430317
86.49,51.47,270,108000,2.6105018367812374
1.38,41.42,192,100200,5.687168638050826
51.78,38.97,4,81400,5.4731235871499955
28.03,13.0,289,109900,1.7037029567051531
72.51,87.36,15,82500,6.457176340204005
24.43,2.32,90,90000,6.928106564280937
72.16,99.68,189,99900,3.7135333993650255
7.13,14.7,228,103800,3.792327784960295
75.58,19.26,273,108300,5.6674653445258025
26.01,37.35,11,82100,6.314877348009798
17.16,96.31,247,105700,1.5068486818547089
75.67,25.62,192,100200,5.29490749426802
18.32,22.84,135,94500,6.113350672382546
1.5,67.46,181,99100,4.980301991885504
51.66,34.33,91,90100,1.680209536583589
14.25,85.32,116,92600,5.447973052276943
34.52,61.74,143,95300,5.788340510213397
28.86,59.31,229,103900,7.359205939052115
97.34,5.91,154,96400,7.430675777547643
72.76,32.79,20,83000,4.69672990323795
54.2,97.87,25,83500,7.767653789023666
67.1,91.91,229,103900,6.953562663039589
61.94,3.28,77,88700,8.305626691947577
70.14,94.7,190,100000,9.333266628605072
92.02,26.75,277,108700,2.9119130734971055
86.35,61.84,112,92200,8.549900257478113
55.02,73.1,258,106800,1.4688140192115051
86.95,31.13,127,93700,2.402857580019849
11.47,25.98,268,107800,7.033890625702945
58.13,21.18,78,88800,4.4722868756840795
74.78,12.21,208,101800,7.781182407529517
91.67,45.39,37,84700,5.966548990943048
61.92,29.59,46,85600,2.570115775866464
59.28,67.19,118,92800,6.292098117519956
76.0,30.1,51,86100,0.20408774901007454
66.91,89.64,19,82900,2.552370978413452
11.0,66.27,42,85200,7.933920884619528
68.09,27.99,69,87900,7.566158556960467
53.59,28.56,103,91300,2.823557351595557
26.36,22.9,11,82100,1.6841492799871172
19.36,24.24,197,100700,8.673759988414535
56.15,13.27,163,97300,7.6377448698399615
1.7,73.83,227,103700,2.397753733015545
38.61,3.08,18,82800,0.7460354015595827
30.26,30.8,23,83300,3.3204145941698715
4.39,24.34,96,90600,1.3103248541721157
33.05,61.68,127,93700,0.745816084545442
98.86,19.71,243,105300,8.12251240996497
71.13,59.36,231,104100,3.3789524296185167
96.92,42.44,133,94300,4.291797701210747
68.32,0.85,167,97700,5.524774902324136
14.44,98.96,141,95100,0.5477775128855844
89.45,1.78,19,82900,1.306075542015812
71.06,39.66,270,108000,9.707394236908097
30.33,65.15,143,95300,8.982242526644686
95.31,37.66,243,105300,5.905037224555526
70.15,69.11,184,99400,2.5107672805273893
27.18,81.45,282,109200,6.692282122893232
2.72,89.69,199,100900,9.126108743567505
65.33,47.92,263,107300,7.335401352952743
6.83,8.41,29,83900,7.425897170719926
26.82,14.95,54,86400,8.100317319873405
38.02,11.55,296,110600,5.418473571095132
35.59,18.94,11,82100,4.447688625557107
24.08,48.64,143,95300,7.520727948749011
32.62,62.29,150,96000,0.7032653345743223
24.82,80.39,70,88000,1.579576557707385
5.6,27.77,225,103500,2.664612693453007
73.13,13.57,272,108200,4.759014221169506
68.56,62.91,89,89900,7.905216676535702
48.67,89.3,29,83900,1.3784919390571826
83.43,55.56,186,99600,2.2974469362422765
48.11,64.42,165,97500,7.454667224008272
4.02,34.16,232,104200,1.9598044824564587
6.78,1.28,7,81700,9.39087209465002
40.86,90.94,290,110000,4.810409569995867
95.19,60.31,190,100000,6.736710168007959
90.21,44.18,290,110000,9.953222414208584
60.95,71.87,44,85400,7.620044327873118
44.46,27.31,290,110000,4.917657202544085
11.84,49.3,30,84000,6.907524323499631
2.49,16.38,47,85700,5.403938000133718
38.73,93.08,213,102300,0.6062761550968565
28.7,85.45,238,104800,3.6499043231598383
58.6,27.98,235,104500,9.863146190986544
66.99,9.46,91,90100,5.230380749256987
17.47,9.28,19,82900,6.190042000297047
2.1,18.31,130,94000,9.334339831366847
30.33,32.37,215,102500,8.441644217044391
75.22,42.32,251,106100,0.05077693325958865
51.11,80.24,235,104500,6.448637827836418
2.33,79.49,92,90200,0.5506396833151683
59.63,48.24,222,103200,6.075370012821731
15.04,57.77,179,98900,4.304696450864051
24.27,91.79,147,95700,3.491511579614448
41.42,62.04,201,101100,7.557526237741677
49.27,53.52,60,87000,0.44513914588635184

