X,Y,Channel No,Frequency(Hz),Range
77.61,53.73,171,98100,2.6492964938441013
58.03,75.7,114,92400,3.633518069690296
81.42,55.45,171,98100,1.2573043942530338
66.86,19.27,269,107900,5.05895548375406
4.09,17.95,289,109900,6.298505501795997
8.55,14.9,98,90800,7.366588519880831
3.53,28.71,141,95100,6.359679370210943
67.91,96.32,234,104400,5.328988385751807
90.23,51.25,184,99400,1.5687122003089504
61.8,48.75,116,92600,4.933715911056895
2.51,43.17,130,94000,6.576817613196941
74.71,74.34,44,85400,1.681795390038071
10.81,29.31,14,82400,7.766808188788286
68.23,58.73,246,105600,7.254691277568605
67.55,76.25,48,85800,5.965728529748481
53.62,3.31,77,88700,6.239116637110836
8.57,26.75,269,107900,1.7049642038500723
7.14,63.6,292,110200,7.81405075274622
29.15,17.12,83,89300,8.219175345108338
76.61,12.94,230,104000,2.341327485374458
3.24,18.98,224,103400,0.8855711648988007
74.87,33.37,53,86300,7.404141434050839
87.87,17.88,33,84300,8.811917921483694
80.71,20.06,66,87600,1.1572695826258117
56.53,65.53,219,102900,0.5762662871122759
71.07,74.74,247,105700,5.945300329314342
35.07,20.08,114,92400,7.650961252648481
89.85,54.63,150,96000,1.4736417427488069
71.42,19.02,174,98400,4.411580496467885
17.89,38.27,46,85600,2.750637674421119
56.72,13.44,136,94600,6.597793316279793
46.4,67.1,126,93600,3.333201390333987
29.41,28.9,212,102200,2.0737579908662394
71.93,22.93,202,101200,2.784557115931714
36.19,8.17,225,103500,0.3028582954289871
24.61,5.06,148,95800,8.778916129290371
94.16,34.17,179,98900,4.333813945653695
13.55,78.13,120,93000,7.958290613651329
97.07,27.77,298,110800,0.6772748749255375
23.29,72.09,135,94500,5.861600252902402
35.03,64.09,55,86500,5.274915488181624
23.43,28.82,272,108200,9.312358003645828
52.14,53.8,116,92600,5.02408167886561
59.95,6.7,155,96500,5.281454413777623
49.11,91.13,263,107300,3.8736798593526434
81.13,73.95,292,110200,8.055008283910354
49.28,79.25,214,102400,5.361049844848054
13.67,44.18,4,81400,2.5593257798785696
85.19,5.27,209,101900,2.2810086644593097
45.32,33.76,220,103000,0.8573406831523078
30.64,52.29,81,89100,1.7893732003896123
88.98,49.36,165,97500,2.4713884818158416
98.18,3.76,42,85200,6.122583571313527
0.62,46.22,101,91100,7.5499365108102365
45.73,16.85,257,106700,5.897310741515649
98.0,33.11,84,89400,6.631341895282988
87.56,15.52,3,81300,2.930169523249573
80.66,38.02,152,96200,7.422485677675993
84.8,81.86,37,84700,1.1351220104980209
83.11,90.44,71,88100,9.567108988731771
98.33,4.33,63,87300,8.418387573585662
2.16,20.53,158,96800,3.69701902376643
23.25,75.68,55,86500,5.857399803807464
27.47,23.17,33,84300,3.4144105048252973
87.94,19.86,61,87100,6.73763200864112
69.84,86.13,110,92000,4.427009112292536
93.27,67.29,145,95500,1.3011741611680183
25.51,34.98,104,91400,6.437484939227867
87.82,90.83,298,110800,0.06232415110211109
36.98,5.25,48,85800,2.0687371165169255
23.55,61.13,71,88100,1.1529232320887417
10.82,11.82,107,91700,5.987603932709788
12.91,79.27,104,91400,4.914709928769712
31.13,49.57,116,92600,3.2779647877630103
13.32,96.94,194,100400,1.554893500425183
63.64,25.44,73,88300,2.2229372904398526
97.79,40.2,46,85600,7.477925915974484
80.14,91.69,78,88800,5.104092734411418
31.43,11.43,186,99600,0.41089935102981756
45.16,23.12,141,95100,4.9387025098992146
62.88,55.72,267,107700,7.818069867481655
97.91,56.73,205,101500,3.685624147984954
56.8,43.38,37,84700,2.674034869980515
31.0,91.26,99,90900,2.1944263478762527
39.24,37.69,67,87700,3.4135334568409927
14.81,26.31,290,110000,6.7948975612300995
0.96,88.75,163,97300,3.933498766983752
41.04,5.95,136,94600,6.0755397096451516
5.51,18.24,281,109100,5.680865098148628
62.57,20.07,236,104600,2.1366898034058956
78.96,37.53,35,84500,8.064994921440785
87.94,8.22,70,88000,7.889416486261691
15.44,72.1,16,82600,9.289947402489435
48.21,5.41,198,100800,9.17443011949809
19.48,48.88,252,106200,5.968944163733618
91.58,66.98,112,92200,2.3713526439861465
19.59,39.99,5,81500,2.977294464720679
77.02,10.61,34,84400,3.439411572031829
30.23,46.3,298,110800,1.4929993473387448
31.67,17.5,77,88700,8.063882658628383
9.68,47.19,197,100700,2.294781507393555
9.18,41.89,281,109100,8.772522786502872
59.61,39.35,23,83300,7.520128774999834
35.83,88.34,240,105000,8.93320799111996
39.16,36.37,257,106700,9.27214352683459
59.84,29.65,156,96600,4.754661966975392
20.79,3.72,117,92700,9.900793556121306
25.39,54.56,29,83900,0.4994178298350893
98.41,58.97,118,92800,1.3250854739947704
77.45,54.41,130,94000,3.701143347683896
68.98,76.09,298,110800,9.41751603661793
66.17,80.19,234,104400,2.2825578145898398
48.21,94.08,220,103000,1.9068757338605347
60.08,27.77,91,90100,4.027036888426534
48.15,45.63,147,95700,2.292393873708672

