X,Y,Channel No,Frequency(Hz),Range
95.09,66.53,243,105300,6.9007719419773395
45.78,45.67,213,102300,5.836199894254661
62.44,59.39,290,110000,3.291836540572487
64.91,70.54,79,88900,3.6927060852436866
85.13,53.8,159,96900,4.883003927898699
95.2,2.24,37,84700,0.17793019258648068
41.91,39.72,293,110300,8.515335955657616
38.32,95.6,3,81300,1.2096945361174172
45.3,95.8,16,82600,4.463210652516024
18.42,14.56,162,97200,1.1097723866854425
86.12,62.21,113,92300,3.6827859659017603
27.16,43.16,176,98600,1.6946699821708022
96.08,54.83,205,101500,7.775468384218636
95.03,53.83,197,100700,2.7886082505841117
54.76,43.22,123,93300,2.5496409875699055
85.7,27.42,198,100800,3.0396469984926555
14.83,97.15,291,110100,7.89073169444511
83.33,90.74,110,92000,8.396184849908822
44.19,91.39,33,84300,5.977128068107552
45.07,61.38,242,105200,3.2039590464796683
87.04,47.26,66,87600,1.5610043311704536
20.06,67.35,28,83800,0.23227382666594854
27.25,80.54,184,99400,2.078575686716225
94.67,39.38,298,110800,7.057911234186566
96.71,20.24,54,86400,9.429646269858482
9.48,57.52,241,105100,7.057674734606274
9.19,60.33,87,89700,7.193849353577596
7.79,70.65,86,89600,0.12364336299689915
15.73,7.55,105,91500,7.309195617714277
17.65,97.11,160,97000,6.363143108967609
71.63,92.3,179,98900,4.462211930022524
39.88,58.02,112,92200,2.128551123473139
76.88,16.73,132,94200,7.9190988706976455
13.02,90.95,100,91000,2.2969760260778216
2.1,24.54,179,98900,2.7112068685371096
52.95,40.91,63,87300,2.7494943386781054
40.34,90.3,155,96500,1.0792622655101536
19.37,28.01,75,88500,8.35312074351472
31.19,42.5,13,82300,2.138913516089267
44.78,46.87,284,109400,1.7014229618431675
88.43,54.37,98,90800,1.7713485607049972
72.04,61.44,220,103000,7.603312134332629
24.79,59.13,192,100200,4.83920126521223
86.22,20.62,110,92000,5.411933436822048
8.31,72.23,138,94800,9.708262572363513
93.5,35.24,91,90100,2.2508926353244907
3.49,32.12,181,99100,7.604365245822128
95.27,24.85,177,98700,2.9236650420412156
47.48,3.39,150,96000,1.093283259505602
29.32,63.98,64,87400,8.590600626546633
86.6,21.06,101,91100,1.6368012560568368
1.39,31.93,177,98700,4.379330394490541
51.78,93.46,26,83600,3.103812337727848
10.44,97.48,124,93400,3.077758902678478
82.81,22.57,189,99900,8.811133436518492
78.58,50.59,17,82700,6.469571572653615
20.68,45.17,286,109600,4.3007337506191
32.93,26.81,300,111000,0.1419339206422432
75.08,46.16,217,102700,6.950482350108605
50.69,56.79,134,94400,0.5617176961585435
39.66,46.05,116,92600,9.642882362757263
71.02,13.54,242,105200,2.624276113837045
71.66,18.79,203,101300,7.215321750677614
97.6,22.86,158,96800,0.8779139251022094
74.35,53.1,157,96700,7.0771468708873435
64.7,48.62,282,109200,1.274395476638125
20.86,30.94,31,84100,5.150639673549231
15.6,64.1,87,89700,2.0539833455001033
36.35,59.77,282,109200,3.778238543898307
47.65,72.67,137,94700,0.6117641146390207
11.52,62.19,132,94200,3.196884022880898
10.66,46.97,137,94700,7.685768959896054
55.29,95.8,141,95100,4.028181250358105
6.65,14.32,10,82000,4.638276424087952
6.69,49.12,222,103200,6.542441121295937
28.02,27.91,166,97600,4.057601630283014
17.11,35.16,124,93400,7.45408519097308
88.47,28.2,63,87300,7.38274665076284
82.63,83.37,164,97400,6.080157146446272
46.59,17.19,167,97700,6.147919584664133
53.18,12.55,97,90700,5.883789902987844
95.23,39.24,251,106100,0.06475253478515186
70.52,52.96,82,89200,1.9276811632398316
91.81,86.56,200,101000,6.219968467132022
90.06,73.87,1,81100,9.432475069179176
34.25,24.86,110,92000,8.784383104749454
22.98,64.52,27,83700,8.4811751816625
45.25,65.21,48,85800,8.83088900845486
94.68,10.99,77,88700,7.599349088396163
13.48,91.89,165,97500,4.0760872986164385
52.87,9.39,160,97000,7.29419656006926
54.77,92.9,254,106400,9.930400499592785
74.78,56.26,225,103500,9.13204985069649
98.31,29.51,4,81400,6.408956453743962
16.44,61.67,256,106600,7.208329907975744
73.43,24.57,90,90000,1.8706712371222145
19.14,37.11,212,102200,5.207398564598793
71.11,45.26,18,82800,9.772421533281761
38.23,20.78,253,106300,2.109409900229131
80.97,5.5,109,91900,0.6118625245996956
87.66,16.21,48,85800,4.080670079483884
59.21,15.42,168,97800,8.855479759945235
99.96,36.69,218,102800,5.44293711928911
66.13,61.15,285,109500,6.183220540882944
85.9,67.47,160,97000,1.7715540675620611
22.47,6.59,295,110500,4.009211336955758
40.62,80.62,204,101400,7.1945615424021225
73.48,70.88,83,89300,2.5474839854016453
83.77,63.31,49,85900,2.5835006446357642
16.46,50.08,232,104200,2.1764827979476262
40.04,49.02,42,85200,3.426272320125535
43.22,19.65,42,85200,8.416761470289277
63.36,73.71,210,102000,5.294155721895373
72.3,75.67,273,108300,1.2793793594625158
83.33,13.89,207,101700,0.6561907341621476
97.48,46.78,213,102300,6.28092918055469
5.45,2.18,12,82200,5.7081122814918475
59.0,36.5,223,103300,0.174042695585942
28.21,57.18,285,109500,7.379641305796667
51.57,36.09,13,82300,2.9349840143466635
49.57,9.34,113,92300,3.9292134420420686
19.56,81.65,19,82900,6.214239487405174
22.78,52.21,185,99500,2.8514319301097935
53.81,16.35,30,84000,1.1296821505531007
87.47,99.18,129,93900,5.188162935201783
96.65,58.06,122,93200,7.70911862784586
45.72,80.06,284,109400,8.884041908253286
82.42,66.33,97,90700,8.620183316352634
74.5,68.75,207,101700,6.3522139968606695
89.0,48.43,48,85800,9.117259546293164
66.48,93.73,202,101200,3.863686856622728
52.84,43.52,18,82800,7.850307687958082
68.96,46.29,142,95200,6.3472195804437614
4.43,76.81,149,95900,2.688256899142564
47.37,68.0,78,88800,9.445985892532788
14.3,80.63,168,97800,6.785409658773408
33.96,68.54,27,83700,7.638349381346563
0.65,38.42,267,107700,1.4447214445563383
35.2,97.87,20,83000,9.465234397723044
38.78,19.21,154,96400,8.994755169542728
61.78,72.32,216,102600,7.644284853539373
29.73,35.37,136,94600,4.891723994838163
14.43,33.53,144,95400,7.476038254054803
31.24,74.16,169,97900,8.984689548344607
5.18,1.04,248,105800,3.5007315409151563
27.28,24.99,161,97100,0.6473453741455704
19.24,64.68,140,95000,4.0433419039325855
14.36,48.7,52,86200,6.9967624094815495
25.76,51.32,218,102800,0.9425902082509607
12.45,12.29,139,94900,2.30713624698068
26.8,92.04,293,110300,7.406641039035284
