X,Y,Channel No,Frequency(Hz),Range
23.75,61.71,34,84400,6.841602708926583
21.39,62.47,24,83400,9.333229707067664
61.6,36.13,241,105100,1.0339843480320376
2.51,14.63,299,110900,2.038502357142674
65.45,49.01,112,92200,8.298850209750688
91.79,39.47,162,97200,9.697321937819636
78.1,28.29,121,93100,2.861568107674403
71.89,88.06,7,81700,9.774786229576572
22.92,61.71,264,107400,2.6543234268067817
12.75,47.63,104,91400,7.4913831601335525
53.21,23.3,26,83600,7.097822090689824
82.22,76.59,280,109000,3.494775109226944
46.42,68.19,73,88300,2.9312688294500786
52.03,98.01,16,82600,6.121066306891459
70.0,48.25,255,106500,4.457580075293284
84.1,45.71,25,83500,1.196628202895036
81.73,35.02,137,94700,7.808746138123782
69.85,4.84,188,99800,1.4767921894416325
91.29,22.95,227,103700,0.9029482639137454
60.71,39.66,19,82900,5.54267678219932
2.48,26.14,228,103800,7.763968397639682
72.06,55.28,176,98600,8.15121594798399
75.62,74.71,227,103700,9.064392313374006
64.69,97.09,217,102700,7.931510552303366
98.19,63.06,81,89100,9.05309495283939
8.08,52.2,14,82400,5.124551385086558
28.83,1.85,147,95700,1.5067740760232884
7.81,80.24,79,88900,9.361071276900725
83.93,77.66,260,107000,5.733414472754697
36.05,67.52,104,91400,1.7579046345313964
69.66,30.03,89,89900,4.837224921781486
38.29,68.25,195,100500,4.787163620100555
22.75,14.31,3,81300,6.970877834747768
2.24,69.17,141,95100,9.24140454023693
12.93,30.47,47,85700,0.8490097677601505
65.45,89.77,25,83500,8.394681894015527
76.81,62.87,38,84800,6.730450628264055
7.13,9.56,193,100300,2.263062267302347
98.85,94.42,242,105200,5.905299049789557
16.51,95.48,188,99800,8.224236166233915
28.19,29.24,75,88500,5.612779537898599
55.36,88.43,48,85800,0.5959275187473512
21.95,82.75,279,108900,2.589031832349015
35.29,95.69,124,93400,9.934760312388693
35.54,75.13,224,103400,0.07917224083471175
11.92,27.9,85,89500,0.5452577251815083
38.07,95.01,42,85200,8.279822517104034
57.6,13.64,238,104800,1.1330699325236182
17.4,83.65,132,94200,2.5979121691272455
11.62,22.7,92,90200,1.754047076888593
53.12,26.97,23,83300,3.766123956546663
23.0,29.65,138,94800,9.664230000490146
78.4,32.38,21,83100,7.348445936086491
94.37,53.52,109,91900,5.734411680567475
21.85,10.88,293,110300,1.26062953654273
7.82,16.74,53,86300,1.5319815934816428
19.11,80.58,86,89600,0.035990322010999165
63.37,76.15,111,92100,8.673962067630939
10.47,57.54,234,104400,5.25915852555305
89.13,92.96,29,83900,6.706372100649394
95.89,2.09,234,104400,7.097630852541119
88.54,24.55,58,86800,2.5604385993854617
1.3,44.23,209,101900,1.5680416233898586
74.41,40.84,246,105600,3.9761162031669173
21.4,20.72,269,107900,9.121990165231159
2.38,90.64,85,89500,5.474522764332566
43.24,17.9,174,98400,9.52227767429534
56.72,69.41,215,102500,9.216113667297769
22.04,29.63,67,87700,5.6580670113303375
60.67,68.6,297,110700,4.019881504302702
