X,Y,Channel No,Frequency(Hz),Range
12.59,86.49,265,107500,2.973862741729124
63.0,21.59,72,88200,7.007358478994422
99.9,87.15,221,103100,4.6498800020302795
43.09,62.65,205,101500,6.64212310173669
62.69,76.05,279,108900,2.336662510236054
71.74,40.98,92,90200,1.4468673601794657
77.46,31.41,133,94300,8.54688504254688
38.24,35.02,4,81400,8.356942697963216
91.65,58.25,104,91400,6.810515524629829
61.29,8.51,263,107300,3.346499938461122
13.71,20.27,175,98500,3.482983460079516
16.82,54.04,273,108300,1.5063982157170241
72.12,1.71,214,102400,2.780613535302663
30.08,13.38,200,101000,3.7209239864969366
2.2,94.5,72,88200,1.0697855519235477
8.41,45.66,285,109500,5.462207405845652
23.9,58.49,228,103800,3.2692052404045824
47.03,81.36,172,98200,2.963404359803784
6.82,8.41,37,84700,7.09336191100193
75.1,69.31,264,107400,7.091860742421497
79.94,39.38,221,103100,6.185721158966018
21.43,96.9,22,83200,4.303267547044028
32.3,15.14,88,89800,7.5347207976618344
70.35,39.52,104,91400,2.2051365663888403
68.51,7.71,74,88400,1.1627237197317708
46.89,74.19,272,108200,8.48690254239626
28.29,95.53,135,94500,5.312493233972332
17.4,74.65,18,82800,1.684995843793784
52.56,98.12,186,99600,0.2685142048694522
16.83,90.09,164,97400,9.750962895568122
80.62,49.76,207,101700,0.7388539169126496
17.26,98.52,197,100700,3.3920330621117767
92.43,92.07,155,96500,5.240745698207187
33.44,16.87,12,82200,0.2755727524970297
68.13,95.88,134,94400,1.189471650449223
20.65,44.92,200,101000,9.457042132128956
22.76,6.67,161,97100,4.051405219657179
57.73,17.52,84,89400,2.736983603767844
88.63,44.37,67,87700,5.810548027345055
24.04,40.77,141,95100,7.414153915507179
59.64,78.53,35,84500,2.592044741458258
72.64,91.7,87,89700,8.323269963603781
82.62,42.85,44,85400,9.220769039742935
74.31,68.01,157,96700,2.7773869963735143
79.16,49.11,190,100000,3.059155903519779
56.74,85.02,125,93500,0.6332883297265557
8.06,10.14,14,82400,4.113260418056769
91.9,29.82,138,94800,0.12635044396247408
33.21,83.51,78,88800,9.223099656680239
90.49,99.76,216,102600,4.248269573606173
44.95,3.76,285,109500,6.422402598399808
47.16,71.46,128,93800,9.542218707331813
93.57,78.98,156,96600,0.18001663486295172
42.64,69.69,137,94700,0.44705011605101874
33.05,90.02,19,82900,8.29262559769799
49.72,31.12,243,105300,5.323000205257276
40.41,45.08,110,92000,8.414658429045662
8.78,87.06,43,85300,1.5300942064666212
71.31,10.81,182,99200,3.471073544234069
35.62,21.29,234,104400,4.307501944418127
36.14,61.98,71,88100,5.0431017072534425
99.44,94.62,35,84500,9.524094801601965
32.63,66.35,190,100000,6.943288864528606
61.94,65.81,246,105600,1.8502904658630792
50.56,48.6,15,82500,4.957813794681064
100.0,80.41,234,104400,4.65808270666873
72.26,57.88,33,84300,5.6408368347203774
43.76,43.23,183,99300,4.515335824254265
28.5,97.17,250,106000,7.26356118899096
