X,Y,Channel No,Frequency(Hz),Range
87.33,46.7,123,93300,2.609010878761695
12.69,69.22,215,102500,7.190423185471846
92.49,10.81,1,81100,3.731022824214282
78.96,76.37,29,83900,5.1577431213666225
42.31,91.81,69,87900,3.21199378927047
43.17,89.28,110,92000,0.5008197168946715
73.0,83.58,229,103900,8.401261838348631
79.65,15.41,276,108600,7.631052170911089
76.58,12.53,148,95800,9.693260772761693
40.42,15.48,66,87600,9.640379244651065
44.22,1.44,185,99500,7.969804540837973
42.74,31.72,92,90200,2.0465666327829393
11.98,19.57,143,95300,1.9442596710841864
64.65,31.25,172,98200,1.0089004131624868
86.43,73.63,117,92700,2.5713041974339266
8.66,3.67,209,101900,2.271246966341822
99.64,1.17,168,97800,4.331886542979434
92.05,47.97,61,87100,8.445380979972075
93.05,38.44,137,94700,6.767481885051807
48.74,33.19,70,88000,1.6167197132109212
57.94,47.91,275,108500,8.661839831807038
82.93,19.83,39,84900,7.443785421642222
66.76,7.41,136,94600,6.44935203985196
97.07,84.4,271,108100,4.144744577497961
13.68,82.13,69,87900,5.120500778637184
28.2,98.43,292,110200,2.138372919061473
45.73,23.85,183,99300,6.606308496116833
65.62,74.74,259,106900,6.1581596685830675
6.33,67.4,250,106000,7.521327118004133
90.19,9.07,184,99400,3.818649039824269
32.02,23.36,37,84700,5.550757793356274
71.02,12.94,126,93600,1.7203863415029719
40.0,98.4,283,109300,4.660265283971869
78.8,55.09,121,93100,9.978158048367877
19.52,9.44,30,84000,1.8217449149322795
26.61,2.78,79,88900,7.696962936645509
92.89,96.7,182,99200,7.875701513065184
29.07,82.15,234,104400,8.45796402186017
43.72,81.91,84,89400,8.438292763018023
78.24,56.93,68,87800,5.775464051642363
19.12,62.59,275,108500,6.011986295217632
71.11,58.87,125,93500,2.114814935320913
0.42,81.2,266,107600,5.432929593701218
87.35,89.86,51,86100,1.195561141975312
2.53,58.68,279,108900,2.9015840645302204
8.45,55.63,34,84400,5.625623890513936
5.91,36.18,48,85800,5.668156463259331
89.83,84.18,287,109700,0.5088595034184606
47.36,25.36,196,100600,9.209415473903512
45.79,28.09,170,98000,7.53404076616269
95.54,28.67,57,86700,0.8233656626600194
84.19,49.27,32,84200,3.588548358324016
15.54,53.68,281,109100,0.023974104582104028
32.2,37.12,161,97100,7.451526954110345
83.34,12.36,72,88200,4.1369845369973755
27.54,16.62,48,85800,8.321784019740244
45.2,66.05,82,89200,1.933315705543468
10.75,61.7,8,81800,0.4444919246668044
29.59,49.01,214,102400,3.9983938543973983
42.89,40.76,24,83400,9.943119850680175
10.48,80.03,147,95700,8.490034846379768
90.67,86.54,30,84000,8.070684657119092
88.85,49.97,237,104700,7.806423371371501
66.33,0.2,143,95300,0.8051850262958338
7.12,55.69,201,101100,0.9478568795248643
82.91,71.0,46,85600,8.272177382935466
35.59,35.76,218,102800,8.646006824357356
87.6,17.19,66,87600,0.5332099082656472
73.67,51.93,26,83600,1.9434903899964218
